,text,author,replying_to
28309,@FrankWaln She's so beautiful!,Tileiya,FrankWaln
28310,@FrankWaln I'm sharing your awesome content on my blog https://t.co/rykjg0QpuI,WesleyWejamusic,FrankWaln
28311,"@FrankWaln Happy Happy Birthday! to your mom😊\,,/",LadyTaye527,FrankWaln
28312,@FrankWaln what's in it?,Pahwahsin,FrankWaln
28313,"@FrankWaln I'm so sorry that you're hurting. Practice basic self-care, remember to drink water, take a multivitamin, look at cat pics. &lt;3",fangirlsmash,FrankWaln
28314,@FrankWaln Stonehenge: there before the Anglo-Saxons and the Normans invaded and ruined *everything.* Did you hear the lament of the Druids?,fangirlsmash,FrankWaln
28315,@FrankWaln thanks man ! Gotta work together soon !! Sent an email to your manager !,PettisTony,FrankWaln
28316,@FrankWaln @SoundCloud love this guy !,PettisTony,FrankWaln
28317,@FrankWaln is a true inspiration !🔥❤️🔥❤️🔥❤️🔥❤️,_bellaagrace_,FrankWaln
28318,@FrankWaln is amazing ! 🔥❤️,_bellaagrace_,FrankWaln
28319,@FrankWaln will you be heading up to Scotland? ☺,lilaudio,FrankWaln
28320,@FrankWaln happy birthday Mary 😁🎂🎉🎈🎁 and this song is so sweet!,leahjoy0523,FrankWaln
28321,"@FrankWaln out here doing big things bro, respect💗 decolonize&gt;",sekeshawty,FrankWaln
28322,@FrankWaln my mom Harriet Blindman-Rocke wished her Happy Birthday! They went to school together. ☺🎂🎂🎂,_blindmanwin,FrankWaln
28323,I listened to this song at work on loop as #MamanBluebirdMG endured cancer @FrankWaln @YouTube What a gift to discover this video\\Thanks//,AdaptiveClarity,FrankWaln
28324,@FrankWaln @tanayawinder @Gvchv @senecathrilla what an amazing moment/location to capture with friends,TheChanelCB,FrankWaln
28325,@FrankWaln Happy birthday to your beautiful Ina!!,RedTurtle1491,FrankWaln
28326,@FrankWaln I hope your mom has the best birthday!,thefifthelem4nt,FrankWaln
28327,"4 yrs ago, I didn't have any money to buy her a present so I wrote her this song &amp; released it on her birthday https://t.co/BhfLh0KBbT",FrankWaln,FrankWaln
28328,@FrankWaln it's sad that he said he expected it. I are one of the most genuine people I've met. Ur motives aren't selfish; take care of U!,leahjoy0523,FrankWaln
28329,Photos by @MarcMarcf28,FrankWaln,FrankWaln
28330,@FrankWaln @ServeTheTruth @tanayawinder @Liverpoollib I have this book it is stunning 💟,learning2stay,FrankWaln
28331,@FrankWaln How was Liverpool? I hope you enjoyed it.,paulmcj,FrankWaln
28332,"@FrankWaln take care, glad you are taking time for yourself. Sending good thoughts to you.",jamiegomez2,FrankWaln
28333,"@FrankWaln 
I discovered your music today. 
Thank you, and blessings to you and yours. 
May your message permeate all of humanity.
Amen.",AntoniaMarrero,FrankWaln
28334,@FrankWaln I'm sharing your awesome content on my blog https://t.co/rykjg0QpuI,WesleyWejamusic,FrankWaln
28335,@FrankWaln Hi so I have a question: what's your opinion on the Syrian refugee situation?,daniel_beintema,FrankWaln
28336,@FrankWaln awe hommé get better 🙏🏽☝🏽️🙏🏽 peace &amp; many blessings to you. Yoga &amp; prayer gotchu fam just #breathe 🙏🏽💞🙏🏽,grlEllE,FrankWaln
28337,Set list https://t.co/ffMGh4c9qc,FrankWaln,FrankWaln
28338,@FrankWaln @tanayawinder @Gvchv @senecathrilla looking forward to it! 👍,elyndys,FrankWaln
28339,@FrankWaln Rich Hall's 'Inventing the indian' was on BBC at Christmas-all about the racist portrayal of Native Americans in film-eye opener!,Liverpoollib,FrankWaln
28340,Thank you for sharing this @FrankWaln issues of mental wellbeing and health should always be talked about as it helps other sufferers,Liverpoollib,FrankWaln
28341,@FrankWaln @tanayawinder @Gvchv @senecathrilla  fab phot-keeping that one!,Liverpoollib,FrankWaln
28342,"@FrankWaln Do some breathing techniques, they help... And rest! Blessings your way.",radha_mataji,FrankWaln
28343,@FrankWaln take care of you.,bcreative10,FrankWaln
28344,@FrankWaln take the rest your spirit needs! Xoxo,pigeongirlsgot,FrankWaln
28345,Turnabout is fair play. Sending you good vibrations @FrankWaln,keripickett,FrankWaln
28346,"@FrankWaln @SoundCloud OUR 2ND SINGLE IS OUT NOW
FROM OUR EXTENDED PLAY OUT IN JUNE XD
https://t.co/rqWfrPerK5

#PNOPOP
#Indeed",youngvondov,FrankWaln
28347,@FrankWaln We love you. Always.,michelb177,FrankWaln
28348,"@FrankWaln Must have been a difficult choice to make, but a healthy one! ☺",eughung,FrankWaln
28349,@FrankWaln damn didn't kno u had depression inspiration now u made it through college so can I 👁👀🆙2️⃣⛎. Tried to keep it short but 📖📝📝📝,matisse_bro,FrankWaln
28350,"@FrankWaln @dewpelelik ..Hau, Kola. Sorry to hear you're not well. Time 2step, back, &amp; unwind your mind. #smugtime https://t.co/7v2Iu0LYb3",badmilk87,FrankWaln
28351,@FrankWaln @tanayawinder  Do take care &lt;3,audrey_rain604,FrankWaln
28352,@FrankWaln Sending peace your way. 💜,lowsell,FrankWaln
28353,@FrankWaln go home. Home rejuvenates and will replenish. Prayers 🙏🏾,Hannnaa_,FrankWaln
28354,@FrankWaln @WirralRadio921 @DJ2kind Coming to Berlin in the near future by any chance?,redhaircrow,FrankWaln
28355,@FrankWaln take care of yourself.,Lol_Spencer,FrankWaln
28356,@FrankWaln sending up prayers for you. Thank you for speaking candidly about your struggles AND practicing self-care.,MissusTWalker,FrankWaln
28357,"@FrankWaln good, it's important to put your health first. Talking abt depression openly isn't done enough &amp; I admire that you share w/us.",nataliaxquerida,FrankWaln
28358,"@FrankWaln yes you are
Just breathe!!
Take a moment and notice
Who you are
Very special
And appreciated",nan5zac,FrankWaln
28359,@FrankWaln sorry to hear this. Depression can really suck the life out of you. Be gentle with yourself &amp; I hope you feel better soon🌤🌤🌤,_yoh_mama,FrankWaln
28360,"@FrankWaln It's heartbreaking to hear that you're struggling with depression when you've helped many w depression. Stay strong, brother.❤️",AALEYEH,FrankWaln
28361,@FrankWaln Thank you so much for speaking openly about depression. You are my biggest hero today. I wish you strength.,CybeleSees,FrankWaln
28362,@FrankWaln @dewpelelik cancel or postponed? You can always make it good. Get well frank!,TitoComedy,FrankWaln
28363,"@FrankWaln We love you and understand. Please, let Spirit fill you with help you to rest and replenish you.",ndnunnie,FrankWaln
28364,@FrankWaln I admire you for taking care of yourself and sharing openly. Hope you rest up real good - as long as you need.,puzzleshifter,FrankWaln
28365,@FrankWaln prayers for u,pointsofjustice,FrankWaln
28366,"@FrankWaln &lt;3 you've been juggling a lot, lot of change, stress. I hope you get the help you need to manage, bx even good change is tough.",zer0jack,FrankWaln
28367,@FrankWaln are you doing a show in London at all?,iamsuckeriam,FrankWaln
28368,@FrankWaln @tanayawinder @Gvchv @senecathrilla this photograph is beautiful. The subjects and the setting...perfect moment. 👌,unbotheredqn,FrankWaln
28369,@DJ2kind @WirralRadio921 thank you so much for having me 🙌🏾,FrankWaln,FrankWaln
28370,"@FrankWaln Seriously, w/ you and your mother as role models, how long can it be 'til we're addressing her as ""Madame President""?",bdwlecteur,FrankWaln
28371,@FrankWaln Have to say I'm a little disappointed. Didn't you show her my pic w/ braids out? Here's another: https://t.co/sBmlhubvSg,bdwlecteur,FrankWaln
28372,@FrankWaln Awww my stormy.❤️,RJMorin14,FrankWaln
28373,"@FrankWaln @Gvchv Another gifted artist son doing his strong Will of a father (and mother) proud. Cheers, mate!",bdwlecteur,FrankWaln
28374,@FrankWaln Don't we all? So cute!,incoderfalcon,FrankWaln
28375,@FrankWaln Awww that's so cute ❤️,L0cAL1ly,FrankWaln
28376,@FrankWaln @RuthHHopkins and then the women dance! https://t.co/p7BkAKSB2g,GrimTree,FrankWaln
28377,@FrankWaln @tanayawinder @Gvchv @senecathrilla  I bet it isn't that good ole Lumbee SWEET tea. the best of the best 😉,MyrasBestfriend,FrankWaln
28378,"@FrankWaln Scary Scouse, eh? Did @senecathrilla get himself some water therapy afterward?",bdwlecteur,FrankWaln
28379,"@FrankWaln ""come check out this snake then""",LdK4,FrankWaln
28380,@FrankWaln will you be headed to perform in London while you're here?,Preciptoman,FrankWaln
28381,@FrankWaln Got no answer for that one.,WayneSisk1,FrankWaln
28382,"@FrankWaln damn! I wont be able to go, alas. Dope tho!",artistmarciax,FrankWaln
28383,@FrankWaln shampoo commercial?😂😉😆,Lol_Spencer,FrankWaln
28384,@FrankWaln When are you performing in UK?,artistmarciax,FrankWaln
28385,@FrankWaln #ruthless but it is true tho 🙌 https://t.co/cPQUdY9PbC,sewepakonukiw,FrankWaln
28386,@FrankWaln 0/ It's worth a try!!! 0/ ONE Speed hecetu ye!!! Hey @twitter Can we get @FrankWaln verified?! #Str8N8v4LYF Style✨💗\m/\m/💗✨,RoknRob121,FrankWaln
28387,"@FrankWaln whatever it takes, a little patience goes a long way.",GallifreyKid,FrankWaln
28388,"@FrankWaln just get a verified page on all your social media, and don't worry about it. People will know the difference",GallifreyKid,FrankWaln
28389,"@FrankWaln lol works at ""Musical Work"". Oh and the best ""lives in Florida"". Wow. some people smh Good that it got taken down quickly!",wimalasirigolf,FrankWaln
28390,@FrankWaln You moved to Miami? LOL,theobomanu,FrankWaln
28391,It just got taken down. Swiftly. Thanks 🙌🏾,FrankWaln,FrankWaln
28392,@FrankWaln that is really strange someone would even do that?!?!  I don't even understand why....  Going to report it for you...but weird...,SoolahHoopsLLC,FrankWaln
28393,Wish ppl would just leave me tf alone online &amp; stop doing stuff like this 😑😑😑😑😑😑,FrankWaln,FrankWaln
28394,"I'll never have a personal ""Frank Waln"" FB profile page. I only post from my verified page with the blue check mark https://t.co/bOWsRtAoml",FrankWaln,FrankWaln
28395,"@FrankWaln Can we get a picture of you with the horse and all your glorious, flowing locks? cc: @DailyMail",kugrl6,FrankWaln
28396,@FrankWaln When I take mine out.  https://t.co/XnONHrnYc9,bdwlecteur,FrankWaln
28397,"@FrankWaln Just ""the world's most handsome"" 😆🙊😍",IndigenousXca,FrankWaln
28398,@FrankWaln Thanks for this! I love being able to show my piano students professional singers/musicians still having fun w/ the keyboard!,EmBrSmith6,FrankWaln
28399,"@FrankWaln try the prawn cocktail ""crisps"" while you're there - and curry peas and chips. But nothing to do with stuff called marmite 😂",IndigiGenius,FrankWaln
28400,@FrankWaln is it weird I'm really interested in those kettles?! Lol,BadWolf409,FrankWaln
28401,"@FrankWaln @tanayawinder @Gvchv @senecathrilla Too bad I'm in London, otherwise I would've seen you :( good luck though.",AemiliaJacobus,FrankWaln
28402,@FrankWaln this just reminded me to bring my tea to work☺️,prettygotugly,FrankWaln
28403,"@FrankWaln  so quaint, love!",SuzyCatastrophe,FrankWaln
28404,@FrankWaln @tanayawinder @Gvchv @senecathrilla Looks like Sam isn't entirely with the undead program?,bdwlecteur,FrankWaln
28405,"@FrankWaln @tanayawinder @Gvchv @senecathrilla going across the pond, RIGHT ON!! Safe travels, Kola! Keep us posted! #NativePride#Lakota4Lif",badmilk87,FrankWaln
28406,@FrankWaln @tanayawinder @Gvchv I'm full-blood zombie at this point,senecathrilla,FrankWaln
28407,@FrankWaln Great stuff with the Children's Hospital. That was awesome to see.,wimalasirigolf,FrankWaln
28408,@FrankWaln @C_Morrisonn @CNN oh damn,Rafaeslomejor,FrankWaln
28409,"@FrankWaln Came here for the burn, left with all these memes! lol.",Donwhitmore,FrankWaln
28410,@FrankWaln @AIDHC this is amazing Frank. The smile on these little faces says it all. Keep it up. 💙💚💛,AshWinterSnow,FrankWaln
28411,@FrankWaln Check our beats @ https://t.co/z3RZh2Q4VP send a message on the site https://t.co/KZkA2EIYvD 2 get more beats #ARCITEKBEATS,ArcitekBeats,FrankWaln
28412,@FrankWaln do you have snapchat?,jmoss386,FrankWaln
28413,"@FrankWaln what do you think? https://t.co/v1MlPLt7zR
Native Americans Aren't Offended By Redskin Name, PC Bros Riot https://t.co/1aivWq5uCQ via @FoxSports",fomohag,FrankWaln
28414,@FrankWaln @AIDHC thank you Frank Waln for always giving back!!,rain4sibes,FrankWaln
28415,@FrankWaln @AIDHC Great heart work!  Thanks and blessings!,bdwlecteur,FrankWaln
28416,@FrankWaln talk to me love your song lol,cadylastking1,FrankWaln
28417,@FrankWaln I visited Red Cloud Indian School today and went to the Heritage Center and saw your CD! 😍 https://t.co/kOy1laXrXC,stargirlmars,FrankWaln
28418,@FrankWaln saw this a while back-around the corner from Columbia- my thoughts went to your music! https://t.co/5oIN3yH3Vx,Apachebird1,FrankWaln
28419,"@FrankWaln Just as I got the notification that you faved my tweet, the director's cut of Alien came on the BBC, WHAT THE HELL, MR. WALN",fangirlsmash,FrankWaln
28420,@FrankWaln looking for information or contact to extend invitation for speaking/entertainment  engagement. Please advise.  Thanks.,rproberts87325,FrankWaln
28421,@FrankWaln @RebelDiaz @Vocalo when are you coming to southern California?,Goofy_Angie,FrankWaln
28422,@FrankWaln ValueReallove,long_liu,FrankWaln
28423,"@FrankWaln Protip for visiting Britannia &amp; the city of Scousers: do not order anything with the word ""fry"" in it. I am deadly serious here.",fangirlsmash,FrankWaln
28424,"@FrankWaln I'll yell hello to Rosebud as I pass it on my way to Pine Ridge tomorrow! 😁 https://t.co/QmhgvkFv2l
Missing my family hard. Can't wait to go home this summer",leahjoy0523,FrankWaln
28425,@FrankWaln makes all tht u do worth it!! Keep Up The Great Work👊✊,SaltyBitahni,FrankWaln
28426,@FrankWaln agreed,roborobb,FrankWaln
28427,@FrankWaln once I left to visit my dad for a month and man did I miss my moms cooking 😪 there are some things you just can't live without!,UzumakiHoe93,FrankWaln
28428,@FrankWaln &lt;3 so happy for yew,UzumakiHoe93,FrankWaln
28429,@FrankWaln Coming soon to a pawn shop near you . . .,bdwlecteur,FrankWaln
28430,Finished the song. Almost done editing the video https://t.co/GBBEeMbQUj,FrankWaln,FrankWaln
28431,Much love to @UrbanNativeEra for the flyer,FrankWaln,FrankWaln
28432,@FrankWaln @Nemours you are so kind hearted. you are my inspire me so much!!&lt;3,AALEYEH,FrankWaln
28433,The song has 6 different languages featured https://t.co/4qEHu8HNvY,FrankWaln,FrankWaln
28434,@FrankWaln @Nemours Work Hard play Hard.,chief_tha,FrankWaln
28435,Mixing the song i made with the kids at @Nemours https://t.co/Pu8W4zRk7U,FrankWaln,FrankWaln
28436,"@FrankWaln @tanayawinder @senecathrilla @Gvchv At the pawnshop, chuckle-cringed at this whitewashing/whitewishing: https://t.co/OPAyhDcKem",bdwlecteur,FrankWaln
28437,@FrankWaln That's beautiful!,incoderfalcon,FrankWaln
28438,"@FrankWaln @Nemours Indulge yet another fan.. Thank you, and your parents, for being the incredible role model u r for all of our children.",DonTochillo,FrankWaln
28439,@FrankWaln @PeachesandTyler @CNN racist,DomLind10,FrankWaln
28440,@FrankWaln Please sign this petition if you think the #ClevelandIndians should #KillWahoo and change their name. https://t.co/NF1g1khrn6,kwils21,FrankWaln
28441,@FrankWaln These photos are wonderful. You can feel the joy you and the patients are experiencing! Thank you for sharing your time &amp; talent!,Nemours,FrankWaln
28442,@FrankWaln @RebelDiaz @Vocalo oh the beauty of this collaboration!,violet_leal,FrankWaln
28443,@FrankWaln Why ya gotta be so cute and real all the time? It's not even fair. 😉😛😍,DeneLegalEagle,FrankWaln
28444,@FrankWaln @Nemours oh goodness you're the cutest,Iewdfairy,FrankWaln
28445,@FrankWaln @Nemours a sure way to bring smiles on such a rainy day ☺️,IndigiGenius,FrankWaln
28446,@FrankWaln @tanayawinder @Gvchv @senecathrilla Dream Warriors ready for Fab 4 crosswalk pic in UK?,bdwlecteur,FrankWaln
28447,"@FrankWaln Hi Frank! Im defending my dissertation this Fri, you around DE? https://t.co/oe6K017rva",JustindeLeon09,FrankWaln
28448,"@FrankWaln I am asking permission to upload a video I took of Micco Sampson dancing to your song, AbOriginal.  I messaged you on YouTube. ✌☮",Moonflowerz25,FrankWaln
28449,@FrankWaln I absolutely love this version! You have one lucky Ina!,RedTurtle1491,FrankWaln
28450,"@FrankWaln An image that takes on warm new meaning with every listen to the wrenchingly beautiful ""My Stone."" Thanks again to both of you!",bdwlecteur,FrankWaln
28451,@FrankWaln \0/ Sayin it to her in Hawaiian #Str8N8v4LYF Style✨💗\m/\m/💗✨ https://t.co/atAsQVv5Yg,RoknRob121,FrankWaln
28452,@FrankWaln #respect brother vibing to your tunes!,Ryl_theGeniiius,FrankWaln
28453,@FrankWaln @CNN best subtweet ever.,chris_markevich,FrankWaln
28454,@FrankWaln to his Liverpool audience https://t.co/JMY8CmDSqY,AdotBrrr5,FrankWaln
28455,@FrankWaln FRAAAAANNNNKKK ❤❤❤❤❤❤❤,Honeybee22274,FrankWaln
28456,"@FrankWaln “I really believe what happened in Maine is an answer to the prayers of our ancestors,” https://t.co/Hhhp7UF2vw",AdamMMazo,FrankWaln
28457,@FrankWaln @CNN greatest answer in the history of answers,no_azonto_alwd,FrankWaln
28458,@FrankWaln thats such a beautiful mission! Bring the music to the children. 💜💛💚💙❤,AshWinterSnow,FrankWaln
28459,@FrankWaln So awesome! Thanks for all that you are doing to make the world a better place for all of us #differencemaker,GMacHoops,FrankWaln
28460,@FrankWaln @Nemours awesome shirt Frankie!,Vikaskindacool,FrankWaln
28461,"@FrankWaln bringing art to some kids who need it most https://t.co/e3uvQtqB65
Then we started recording vocals for the song https://t.co/YGMxEAKGt5",3Arts,FrankWaln
28462,Then we started recording vocals for the song https://t.co/YGMxEAKGt5,FrankWaln,FrankWaln
28463,@FrankWaln I'm thrilled you're coming to the UK! And that it's outside London &gt;.&gt;,elyndys,FrankWaln
28464,"@FrankWaln Apparently, They are posting your image with the GON Hashtag.  SMH.",DelSchilling,FrankWaln
28465,@FrankWaln You are traveling to the wellspring of racist colonialism! Please drop the mic on it. https://t.co/bAaUorCxcU,fangirlsmash,FrankWaln
28466,"@FrankWaln @robbin_mcfall 
That's fly!",daathrekh,FrankWaln
28467,@FrankWaln @kelbedoni You look so happy!! Great picture!!,RedTurtle1491,FrankWaln
28468,@FrankWaln That's totally cool... aww.,ItazipcoLakota,FrankWaln
28469,@FrankWaln it was a great performance! #rezilience2016 https://t.co/PS4UsGsIxU,kelbedoni,FrankWaln
28470,"@FrankWaln And, they would be completely wrong.  Kahokia is a fine example of indigenous cultural prowess.  Ignorance abounds",Hlywdgurl,FrankWaln
28471,@FrankWaln @CNN i think this might be the greatest thing you've ever posted @FrankWaln lol,SouthsideFoo,FrankWaln
28472,@FrankWaln @m_melody intotheWild,long_liu,FrankWaln
28473,@FrankWaln I think twitter allows you report unauthorized use of your images if they refuse to take it down.,AndrewPillow,FrankWaln
28474,@FrankWaln @Gvchv @senecathrilla Soul Meld,long_liu,FrankWaln
28475,@FrankWaln This IsraelUnite in https://t.co/6PdVj4pOte is a scam.,michelb177,FrankWaln
28476,"@FrankWaln Also, I Saved this Just in Case it Gets Taken Down. https://t.co/KYMGGiGsoi",DelSchilling,FrankWaln
28477,.@FrankWaln No prob. Fam.  I saw that and was immediately uncomfortable about this.,DelSchilling,FrankWaln
28478,@FrankWaln your last retweet though 👍,Thehatter21,FrankWaln
28479,@FrankWaln @DelSchilling the face of native Christian hip hop,DarrenSipity,FrankWaln
28480,@FrankWaln site owners contact info: https://t.co/16kKqxBK4o,angryrdpanda,FrankWaln
28481,@FrankWaln The bio of the account is problematic as well. :/ https://t.co/dwmsR8ryjn,AALEYEH,FrankWaln
28482,"@FrankWaln @CyborgN8VMari I like how they put their watermark on it. So no one uses it without permission.
You might want to send a C&amp;D.",ultimateoddball,FrankWaln
28483,@FrankWaln OMG...do you even know what this is? Why would someone use your likeness without asking? Smh...,theobomanu,FrankWaln
28484,@FrankWaln @jesstalwar @CNN 😭 CRINE,daviedose,FrankWaln
28485,@FrankWaln @Gvchv @senecathrilla whoa killing it!,mokime7_lisa,FrankWaln
28486,@FrankWaln @Gvchv @senecathrilla shitt 🔥🔥,sekeshawty,FrankWaln
28487,"@FrankWaln hi, i love u",stargirlmars,FrankWaln
28488,"@FrankWaln \0/ Now das How U #HealIt!!! 0/ #TEAMwork, Chee Huuu!!! #Str8N8v4LYF Style🔸💗\m/\m/💗🔸",RoknRob121,FrankWaln
28489,"@FrankWaln You definitely did your thing on this track. From one artist to another, salute. (I already put the respeck on it.)",hellaSwankky,FrankWaln
28490,@FrankWaln @senecathrilla @Thoshographer @KDeveryJacobs @sensmeier  it was awesome meeting/ seeing you guys! Safe travels everybody 😀,kelbedoni,FrankWaln
28491,@FrankWaln really well done. Impressed!,randombott,FrankWaln
28492,@FrankWaln @wanlov @CNN omfg 😂😂😂 https://t.co/SreAmkzJIY,lukserependido,FrankWaln
28493,@FrankWaln @NoncentNina @CNN I CANT HAHAHAHAHAHAHHAHAHAHA,AriiMx,FrankWaln
28494,Brother @Supamanhiphop up before us https://t.co/R1ly0ErKtp,FrankWaln,FrankWaln
28495,@FrankWaln do you know if I can have pizza delivered to the national Hispanic Cultural Center? Cuz I am starving! https://t.co/SNsTkFPFRw,kelbedoni,FrankWaln
28496,@FrankWaln @IreneBedard1 @HarvardNAP \0/ Felt da #Love in it!!! #Mana #Aloha #Str8N8v4LYF Style🔸💗\m/\m/💗🔸,RoknRob121,FrankWaln
28497,Here's the lineup for tonight. We're on late https://t.co/V2QABpS1ML,FrankWaln,FrankWaln
28498,@FrankWaln when people spot him in Alb's. I'm literally crying because ever time he's near I'm broke! As you can tell I'm a huge fan. 😩💔😭,Aleshyeol,FrankWaln
28499,"@frankwaln  love this so much Nula Waun ""Sugar Shook"": https://t.co/OqQHhTmrEy",janette65529378,FrankWaln
28500,@FrankWaln Acknowledged.,SusanAntonyCS,FrankWaln
28501,@FrankWaln Thank you for retweeting me. I really enjoyed your talk and your song.,lizl_genealogy,FrankWaln
28502,{{{{{{{{{{ @FrankWaln }}}}}}}}}} 0/ #fistpump on dis #HappyAlohaFriday #Str8N8v4LYF Style🔹♥\m/\m/♥🔹 https://t.co/zRDgcbuhQD,RoknRob121,FrankWaln
28503,"@FrankWaln says grandfather fought in Korean War to provide 4 family, now his grandson is getting paid to speak at Harvard #RadNative",AdamMMazo,FrankWaln
28504,@FrankWaln giving some good words here at Harvard.  #radnative,Noodlz09,FrankWaln
28505,@FrankWaln at Harvard! #HarvardNatives #RadNative https://t.co/1QKZTGvLwr,Harvard_Natives,FrankWaln
28506,@FrankWaln native hip hop rapper speaks at the @RadInstitute on using Hip Hop to tell the indigenous perspective. https://t.co/ZNdIFUMygX,unite_ordie,FrankWaln
28507,"@FrankWaln telling his story: #Lakota, #Rosebud, #NativeStudents, #hiphop https://t.co/01kXgu3MVb",Harvard_Natives,FrankWaln
28508,@FrankWaln Pls support Indigenous Peoples Day resolution in Cambridge MA #AbolishColumbusDay https://t.co/mURSHskU4L https://t.co/btQMuV8xwC,mahtowin1,FrankWaln
28509,"@FrankWaln !!! What is the Ivy League's take on hip hop?

https://t.co/DEYqVnNIcu

#GrandVerbalizerWhatTimeIsIt",fangirlsmash,FrankWaln
28510,@FrankWaln We're excited to have you here tomorrow! Look forward to it!,Tonya_Song,FrankWaln
28511,"@FrankWaln “progress” is subjective too. Now we have cancer, disease, killing the planet. Essentially de-evolving. “Progress”",Keirabug,FrankWaln
28512,@FrankWaln  are you going to the gatherings here in Albuquerque??,DayvienAttica,FrankWaln
28513,"@FrankWaln most indigenous ppl r dead tho. To them, we weren't meant to progress, we were meant 2 b nonexistent.",AALEYEH,FrankWaln
28514,@FrankWaln @Kimimilawinyan We will! I'm headed to USD to visit and sign up for classes then headed up to Pipestone!,RedTurtle1491,FrankWaln
28515,"@FrankWaln white people just think the world would be doomed without them, but lets be honest we'd be better off.",hannvhl,FrankWaln
28516,@FrankWaln Preach!  ..meanwhile binary code and the Internet were already established.  -Their science is barely catching up,senecathrilla,FrankWaln
28517,@FrankWaln culturally we were 1000's of years ahead of them... Why do they think we're trying so hard to hold on to this.? We are the future,Donwhitmore,FrankWaln
28518,"@FrankWaln White kids learn our savior complex from lies in our school history books. Europe ""invents"" everything, invades and then ""shares""",blusterynerd,FrankWaln
28519,@FrankWaln @GreggoryFriday @CNN they really think they're the only ones capable of creation lol,WeirdHonie,FrankWaln
28520,@FrankWaln @GreggoryFriday @CNN ewww not only is the argument from a fellow white incredibly racist its also an invalid and unsound argument,BootyCommune,FrankWaln
28521,"@FrankWaln @GreggoryFriday @CNN They also forget you don't have to colonize a people to esta. trade &amp; share culture, tech, religion mutually",AzieDee,FrankWaln
28522,"@FrankWaln Frank, your answer is the real truth.",michelb177,FrankWaln
28523,"@FrankWaln @GreggoryFriday @CNN 
I'm sorry whit  natives americans.. for Colombo He was a BASTARD",WhitewolfGori,FrankWaln
28524,"@FrankWaln @GreggoryFriday @CNN 
😯 the humane race is cancer on this Planet... Killing everyone 😡",WhitewolfGori,FrankWaln
28525,@FrankWaln man I'm so lucky my family tree on my mom's side basically stops two generations ago because the government stole them as babies,Leask,FrankWaln
28526,"@FrankWaln Exchange ""Black"" for ""White"" very racist.",StevenHolbrook,FrankWaln
28527,@FrankWaln we love this!,commUNITYTalks_,FrankWaln
28528,"RT @FrankWaln: They knew white ppl were coming  https://t.co/FfgogZmHYR
More than 100 million years ago, dinosaurs started fleeing Europe in a mass exodus. But why? https://t.co/A0CBTQcymU https://t.co/BuqDoDNgix",ultraviolet_end,FrankWaln
28529,@FrankWaln the ignorance is strong in that one.,BadWolf409,FrankWaln
28530,"@FrankWaln @_FreedomOrDeath @CNN Loooooool Bruh, u have me rolling on the floor....Loool.",HumanBiotics,FrankWaln
28531,@FrankWaln @CNN lmao ded,saVageGreek86,FrankWaln
28532,@FrankWaln So I checked Erik's TL with the theory that he's a 4chan-spawned self-proclaimed racist edgelord. He is. https://t.co/uuaGONTL4Z,fangirlsmash,FrankWaln
28533,@FrankWaln @jasiri_x @sacramentoknoxx @trhymetharuler consider writing a short piece: https://t.co/hs0XdAwOfI,mays_kyle,FrankWaln
28534,@FrankWaln @CNN @TunurukKhadgar This is what happened!!!!,Strpljenspasen,FrankWaln
28535,"@FrankWaln  and what i want to know is
how do you like your blue-eyed boy
Mister Death

https://t.co/y3vDbZKYEQ",bdwlecteur,FrankWaln
28536,@FrankWaln oh shit lmao,sydnerain,FrankWaln
28537,"@FrankWaln Yo Franklin, you go be in Great Basin area in June. Have a one-off after the show? For kweta n sowae'?",DunWitThan1,FrankWaln
28538,"@FrankWaln ""Lemme say something racist to call you out on being 'reverse racist'""- yt proverb",Lady_Lolita,FrankWaln
28539,@FrankWaln what the hell is going on today in your mentions? Lmao the crazies are out! 🚮😳👊🏽,EileneMACHINE,FrankWaln
28540,@FrankWaln 0/ We call dat Woksape of the Jurassic kine!!! #Sacred #Holy &amp; #Good  #Str8N8v4LYF Style🔸♥\m/\m/♥🔸,RoknRob121,FrankWaln
28541,@FrankWaln bask in them https://t.co/20N73lfA1N,karaisshort,FrankWaln
28542,"@FrankWaln 0/ Ah, we laff, we cry~We Heal togeddah!!! Itz a #Str8N8v4LYF Style🔸♥\m/\m/♥🔸",RoknRob121,FrankWaln
28543,@FrankWaln @CNN  yep. Sounds about right. https://t.co/Ytnn0Onn1N,theSarawithanH,FrankWaln
28544,@FrankWaln my embarrassed white face when I realised that you're probably right tbh https://t.co/tJF14HoIIo,iamsuckeriam,FrankWaln
28545,@FrankWaln @OT50YL hahahahahahahahaha,MJM5477,FrankWaln
28546,@FrankWaln Hit dogs holla &amp; that white man is HOLLERING,QueeringPsych,FrankWaln
28547,@FrankWaln @CNN CRINE😂😂😂,Seven_Duece,FrankWaln
28548,@FrankWaln  That pineapple needs some history classes also.,Scoot434,FrankWaln
28549,@FrankWaln @StarkLines Me (a dude as white as loose leaf paper) after seeing this tweet. https://t.co/KG5D2jJ0fi,Dakota_Schmidt,FrankWaln
28550,"@FrankWaln I see you're coming to Liverpool soon, any plans for visiting London?",hemerywright,FrankWaln
28551,"@FrankWaln @CNN 
Another hate joke from a Klan wn....stupid",URGR82DAY,FrankWaln
